image_id,s_x,s_rot,len_x,len_rot
calib_00213,0.23840832710266113,0.32077735662460327,4,2
calib_00214,0.6734063029289246,0.4307244122028351,5,4
calib_00215,0.46668246388435364,0.20294763147830963,3,1
calib_00216,0.9888057708740234,0.0,9,0
calib_00217,0.9470528960227966,0.5691148042678833,2,2
calib_00218,0.1824391633272171,0.08413448929786682,1,1
calib_00219,0.614890456199646,0.40659284591674805,5,3
calib_00220,0.0,0.6805915236473083,0,5
calib_00221,0.9220072031021118,0.15977361798286438,5,2
calib_00222,0.477141797542572,0.5714901685714722,1,1
calib_00223,0.9051896929740906,0.642585813999176,3,3
calib_00224,0.4542207419872284,0.5438922047615051,6,6
calib_00225,0.5914279222488403,0.1992505043745041,8,1
calib_00226,0.942340612411499,0.43059492111206055,4,5
calib_00227,0.5320857167243958,0.5562745332717896,6,5
calib_00228,0.4956671893596649,0.1931450515985489,3,1
calib_00229,0.889459490776062,0.8377541303634644,2,2
calib_00230,0.33196115493774414,0.3451819121837616,1,1
calib_00231,0.0,0.2340167909860611,0,1
calib_00232,0.7533973455429077,0.0,7,0
calib_00233,0.10898305475711823,0.14705920219421387,1,2
calib_00234,0.30867815017700195,0.8521888256072998,1,2
calib_00235,0.6530681848526001,0.8247419595718384,2,2
calib_00236,0.9985905289649963,0.0,4,0
calib_00237,0.9981259703636169,0.0,15,0
calib_00238,0.7355505228042603,0.0,2,0
calib_00239,0.0,0.0,0,0
calib_00240,0.5088359117507935,0.2893282473087311,5,4
calib_00241,0.9736528992652893,0.0,7,0
calib_00242,0.2886970639228821,0.10641111433506012,1,1
calib_00243,0.14375433325767517,0.48081499338150024,2,4
calib_00244,0.12320391833782196,0.6699793338775635,2,3
calib_00245,0.4364328384399414,0.5175486207008362,3,3
calib_00246,0.6177676916122437,0.0,8,0
calib_00247,0.21028001606464386,0.28110697865486145,1,1
calib_00248,0.3675110340118408,0.30303868651390076,1,2
calib_00249,0.5410744547843933,0.3041214942932129,5,4
calib_00250,0.0,0.0,0,0
calib_00251,0.43459534645080566,0.5494144558906555,3,3
calib_00252,0.9948478937149048,0.2769968509674072,4,1
calib_00253,0.6693575978279114,0.48296216130256653,5,4
calib_00254,0.9909338355064392,0.4153689742088318,6,5
calib_00255,0.0,0.5337573885917664,0,6
calib_00256,0.2287866622209549,0.6217012405395508,2,2
calib_00257,0.5027704834938049,0.3664149045944214,3,2
calib_00258,0.511593222618103,0.40467748045921326,2,4
calib_00259,0.1830863654613495,0.850864589214325,2,3
calib_00260,0.3979306221008301,0.6127109527587891,6,7
calib_00261,0.9284003376960754,0.0,5,0
calib_00262,0.4507245123386383,0.4409841299057007,5,4
calib_00263,0.53407222032547,0.8179957270622253,7,6
calib_00264,0.19964207708835602,0.11741823703050613,1,1
calib_00265,0.0,0.5037180185317993,0,1
calib_00266,0.6452769637107849,0.7269367575645447,2,3
calib_00267,0.26258906722068787,0.0,3,0
calib_00268,0.7232494354248047,0.33107635378837585,1,1
calib_00269,0.0,0.46531787514686584,0,2
calib_00270,0.20606592297554016,0.3847527503967285,1,1
calib_00271,0.26553401350975037,0.8929845094680786,3,4
calib_00272,0.3570536971092224,0.259025514125824,1,2
calib_00273,0.1358373910188675,0.49832311272621155,1,1
calib_00274,0.4628755450248718,0.27952075004577637,4,3
calib_00275,0.0,0.0,0,0
calib_00276,0.8862655162811279,0.41907063126564026,4,4
calib_00277,0.2648138999938965,0.557925820350647,2,2
calib_00278,0.25104400515556335,0.6203483939170837,2,4
calib_00279,0.0,0.26662731170654297,0,4
calib_00280,0.33043742179870605,0.6422823667526245,4,1
calib_00281,0.9959108233451843,0.0,8,0
calib_00282,0.31676825881004333,0.36926722526550293,3,4
calib_00283,0.0,0.9936332702636719,0,15
calib_00284,0.7735499143600464,0.3572797477245331,5,4
calib_00285,0.882137656211853,0.8332177400588989,2,2
calib_00286,0.2788781523704529,0.3577401340007782,4,2
calib_00287,0.3754016160964966,0.28529301285743713,2,1
calib_00288,0.08919446170330048,0.0,1,0
calib_00289,0.22334174811840057,0.6384099721908569,1,1
calib_00290,0.20526425540447235,0.22831204533576965,1,2
calib_00291,0.3461427390575409,0.30510443449020386,3,1
calib_00292,0.9018537402153015,0.3151314854621887,4,4
calib_00293,0.7616142630577087,0.46868544816970825,9,7
calib_00294,0.14738434553146362,0.2450273633003235,1,1
calib_00295,0.4027840197086334,0.0,1,0
calib_00296,0.7331361174583435,0.0,3,0
calib_00297,0.6844154000282288,0.9542143940925598,3,3
calib_00298,0.8524730801582336,0.30128929018974304,5,1
calib_00299,0.2614862024784088,0.16150033473968506,1,1
calib_00300,0.0,0.9577373266220093,0,11
calib_00301,0.0,0.10534460097551346,0,1
calib_00302,0.15514478087425232,0.31216850876808167,2,6
calib_00303,0.21242576837539673,0.1981871873140335,1,1
calib_00304,0.4739989638328552,0.29416701197624207,1,1
calib_00305,0.999507486820221,0.2473786473274231,3,1
calib_00306,0.0,0.2894382178783417,0,1
calib_00307,0.31237709522247314,0.29724210500717163,1,1
calib_00308,0.16785919666290283,0.5133486986160278,2,5
calib_00309,0.0,0.38939839601516724,0,1
calib_00310,0.0,0.247092142701149,0,1
calib_00311,0.4012957513332367,0.3236377239227295,6,3
calib_00312,0.19655179977416992,0.23009386658668518,2,2
calib_00313,0.7657079696655273,0.7608695030212402,5,10
calib_00314,0.7983322143554688,0.33033478260040283,3,2
calib_00315,0.8166033029556274,0.34500885009765625,8,1
calib_00316,0.9866151809692383,0.0,5,0
calib_00317,0.3623177111148834,0.9742833375930786,1,4
calib_00318,0.7400253415107727,0.31486645340919495,3,3
calib_00319,0.9977127909660339,0.1628987193107605,9,1
calib_00320,0.5182185173034668,0.7787941694259644,4,5
calib_00321,0.44417184591293335,0.26114746928215027,5,3
calib_00322,0.5631576776504517,0.7079712152481079,2,2
calib_00323,0.3503875136375427,0.9870008826255798,8,9
calib_00324,0.7346056699752808,0.4246630370616913,4,6
calib_00325,0.8303217887878418,0.5547550916671753,1,2
calib_00326,0.0,0.8925440311431885,0,8
calib_00327,0.7072184681892395,0.7453405261039734,3,3
calib_00328,0.21312707662582397,0.13975416123867035,2,2
calib_00329,0.0,0.9982244372367859,0,10
calib_00330,0.25669920444488525,0.0,1,0
calib_00331,0.3587742745876312,0.2840764820575714,3,3
calib_00332,0.5794281959533691,0.3667074143886566,4,2
calib_00333,0.0,0.3480479419231415,0,1
calib_00334,0.927819550037384,0.0,6,0
calib_00335,0.913665235042572,0.5152780413627625,3,3
calib_00336,0.9744237065315247,0.16670121252536774,7,1
calib_00337,0.3838536739349365,0.0,3,0
calib_00338,0.0,0.8876736760139465,0,5
calib_00339,0.3347349464893341,0.30335861444473267,1,1
calib_00340,0.26244261860847473,0.9538901448249817,3,24
calib_00341,0.9894084930419922,0.0,7,0
calib_00342,0.4931442439556122,0.22958967089653015,2,2
calib_00343,0.6570585370063782,0.7329961657524109,3,2
calib_00344,0.16549116373062134,0.46338754892349243,1,2
calib_00345,0.24268724024295807,0.0,1,0
calib_00346,0.2546745538711548,0.5193428993225098,1,2
calib_00347,0.13426697254180908,0.13915778696537018,1,1
calib_00348,0.3048596680164337,0.49895986914634705,1,1
calib_00349,0.1286797821521759,0.3920741379261017,1,3
calib_00350,0.7886358499526978,0.5542041659355164,4,4
calib_00351,0.4890548288822174,0.8495392203330994,3,3
calib_00352,0.5674905776977539,0.6527526378631592,3,3
calib_00353,0.22066091001033783,0.42373448610305786,1,1
calib_00354,0.18030844628810883,0.6197238564491272,1,8
calib_00355,0.2979457676410675,0.5375449657440186,4,8
calib_00356,0.3360010087490082,0.7254607677459717,3,2
calib_00357,0.974970281124115,0.7182241678237915,7,7
calib_00358,0.15198366343975067,0.16154234111309052,1,1
calib_00359,0.9866928458213806,0.0,18,0
calib_00360,0.15525512397289276,0.4462907612323761,1,1
calib_00361,0.8075461387634277,0.0,3,0
calib_00362,0.9047563672065735,0.0,16,0
calib_00363,0.5390204191207886,0.5188419222831726,1,1
calib_00364,0.9585806727409363,0.3418162167072296,3,2
calib_00365,0.35250145196914673,0.7065771222114563,2,4
calib_00366,0.11747242510318756,0.6870871186256409,1,1
calib_00367,0.5310154557228088,0.6596633791923523,3,3
calib_00368,0.6716814041137695,0.37623754143714905,2,2
calib_00369,0.4509090781211853,0.24898061156272888,2,1
calib_00370,0.5287750363349915,0.7474517822265625,3,3
calib_00371,0.43135565519332886,0.6408219337463379,5,8
calib_00372,0.12741108238697052,0.16134534776210785,1,1
calib_00373,0.40439748764038086,0.736778974533081,1,4
calib_00374,0.1721837818622589,0.17474767565727234,1,1
calib_00375,0.9582805633544922,0.23091939091682434,1,2
calib_00376,0.25074875354766846,0.15320536494255066,1,1
calib_00377,0.0,0.7663235664367676,0,5
calib_00378,0.21127280592918396,0.903313398361206,1,9
calib_00379,0.31781914830207825,0.374979168176651,3,3
calib_00380,0.9145920872688293,0.0,3,0
calib_00381,0.8769861459732056,0.9481983184814453,10,13
calib_00382,0.17046231031417847,0.9992812275886536,1,1
calib_00383,0.6901987195014954,0.21252906322479248,1,1
calib_00384,0.5787602066993713,0.24811913073062897,2,1
calib_00385,0.5658988952636719,0.8470172882080078,4,4
calib_00386,0.3339211046695709,0.5070441365242004,1,1
calib_00387,0.19740241765975952,0.3491894006729126,4,5
calib_00388,0.0,0.9354612231254578,0,10
calib_00389,0.4042174518108368,0.9150149822235107,6,6
calib_00390,0.49474096298217773,0.4017109274864197,1,1
calib_00391,0.3155590891838074,0.2614453434944153,2,2
calib_00392,0.4123508334159851,0.34535959362983704,1,1
calib_00393,0.22631150484085083,0.31910860538482666,1,1
calib_00394,0.0,0.22422191500663757,0,1
calib_00395,0.6295841336250305,0.3752328157424927,2,2
calib_00396,0.5258124470710754,0.0,3,0
calib_00397,0.0,0.0,0,0
calib_00398,0.6651133298873901,0.5958927273750305,2,1
calib_00399,0.2890928387641907,0.3252354860305786,2,3
calib_00400,0.6686544418334961,0.3697117865085602,3,3
calib_00401,0.4625638723373413,0.5127739310264587,4,3
calib_00402,0.8052883744239807,0.3079434931278229,8,5
calib_00403,0.8790231347084045,0.3531096577644348,2,2
calib_00404,0.1884280890226364,0.13097049295902252,1,1
calib_00405,0.3554781377315521,0.46023356914520264,3,3
calib_00406,0.37393373250961304,0.3068515360355377,1,1
calib_00407,0.3318313658237457,0.877221941947937,1,5
calib_00408,0.5535984635353088,0.2606276869773865,3,3
calib_00409,0.3412134647369385,0.8428323268890381,6,9
calib_00410,0.0,0.21641981601715088,0,1
calib_00411,0.8198223114013672,0.0,5,0
calib_00412,0.3155636489391327,0.46269842982292175,1,1
calib_00413,0.6306197047233582,0.13183876872062683,1,1
calib_00414,0.6789167523384094,0.45213332772254944,3,3
calib_00415,0.5528191924095154,0.4939320981502533,2,3
calib_00416,0.26002073287963867,0.3267408013343811,2,3
calib_00417,0.9939486384391785,0.08406361192464828,5,1
calib_00418,0.4516254663467407,0.9043655395507812,6,5
calib_00419,0.5868624448776245,0.0,6,0
calib_00420,0.1648036390542984,0.3472997546195984,3,2
calib_00421,0.6567036509513855,0.37136438488960266,1,1
calib_00422,0.7097770571708679,0.0,15,0
calib_00423,0.9945271611213684,0.20461365580558777,4,2
calib_00424,0.1786177158355713,0.9669550061225891,1,5
calib_00425,0.42060112953186035,0.9835413098335266,4,4
calib_00426,0.8557215332984924,0.334907591342926,7,5
calib_00427,0.6939296126365662,0.8347292542457581,3,4
calib_00428,0.6954502463340759,0.0,7,0
calib_00429,0.9903693795204163,0.0,12,0
calib_00430,0.11001905798912048,0.3474215567111969,1,3
calib_00431,0.46614012122154236,0.9555176496505737,1,1
calib_00432,0.29407399892807007,0.0,1,0
calib_00433,0.7784896492958069,0.36129504442214966,4,4
calib_00434,0.16742083430290222,0.20047245919704437,1,1
calib_00435,0.0,0.4044131636619568,0,1
calib_00436,0.3663320541381836,0.32580503821372986,4,1
calib_00437,0.4448527991771698,0.5394597053527832,2,2
calib_00438,0.18076999485492706,0.09766649454832077,1,1
calib_00439,0.7827892303466797,0.35514283180236816,3,2
calib_00440,0.4785308837890625,0.7472770810127258,1,1
calib_00441,0.9570475816726685,0.5012259483337402,1,1
calib_00442,0.4516502618789673,0.18485841155052185,2,1
calib_00443,0.1329239159822464,0.10734853893518448,1,1
calib_00444,0.19840480387210846,0.9981193542480469,6,12
calib_00445,0.7060637474060059,0.4129357933998108,12,4
calib_00446,0.999197244644165,0.9931927919387817,4,4
calib_00447,0.573099672794342,0.6535968780517578,8,7
calib_00448,0.3369884192943573,0.3089345693588257,4,5
calib_00449,0.3875502943992615,0.426149845123291,1,1
calib_00450,0.8481061458587646,0.6352090835571289,3,3
calib_00451,0.0,0.9988929629325867,0,7
calib_00452,0.3512874245643616,0.19357523322105408,1,1
calib_00453,0.23387740552425385,0.16256989538669586,1,1
calib_00454,0.8690546751022339,0.7216938138008118,7,6
calib_00455,0.5279145240783691,0.45902660489082336,4,3
calib_00456,0.17022927105426788,0.32417622208595276,1,1
calib_00457,0.23385325074195862,0.0,1,0
calib_00458,0.867763876914978,0.269267737865448,15,0
calib_00459,0.3070833683013916,0.7418336272239685,3,6
calib_00460,0.5157965421676636,0.3656708002090454,1,1
calib_00461,0.6670597195625305,0.3262673020362854,3,4
calib_00462,0.555232048034668,0.2509421408176422,3,3
calib_00463,0.2606939971446991,0.16820703446865082,1,1
calib_00464,0.5264993906021118,0.3264292776584625,5,5
calib_00465,0.23706884682178497,0.39691904187202454,1,1
calib_00466,0.8856699466705322,0.6352904438972473,3,3
calib_00467,0.0,0.0,0,0
calib_00468,0.5271620154380798,0.5609443783760071,3,3
calib_00469,0.3797224462032318,0.0,3,0
calib_00470,0.3633138835430145,0.11545706540346146,1,1
calib_00471,0.5036600828170776,0.35665231943130493,2,2
calib_00472,0.27667486667633057,0.20772188901901245,2,2
calib_00473,0.8486269116401672,0.6803123950958252,1,1
calib_00474,0.1840432584285736,0.19489814341068268,1,1
calib_00475,0.0,0.8369672894477844,0,30
calib_00476,0.1719401478767395,0.983196496963501,1,2
calib_00477,0.8114711046218872,0.5752681493759155,4,5
calib_00478,0.6188956499099731,0.2366703897714615,1,1
calib_00479,0.8723922967910767,0.0,4,0
calib_00480,0.0,0.5587173700332642,0,5
calib_00481,0.4740830957889557,0.441645085811615,3,2
calib_00482,0.0,0.0,0,0
calib_00483,0.9931380152702332,0.3605211675167084,20,15
calib_00484,0.2918277382850647,0.5590131878852844,1,1
calib_00485,0.22842645645141602,0.17832070589065552,1,1
calib_00486,0.6436090469360352,0.7583913803100586,2,2
calib_00487,0.296540230512619,0.9127346277236938,1,1
calib_00488,0.3892092704772949,0.6356000304222107,2,4
calib_00489,0.11460074782371521,0.0788571909070015,1,1
calib_00490,0.0,0.0,0,0
calib_00491,0.7228150367736816,0.6085588932037354,4,3
calib_00492,0.9721781611442566,0.0,9,0
calib_00493,0.16448676586151123,0.5480301380157471,1,14
calib_00494,0.30970922112464905,0.779991626739502,5,9
calib_00495,0.8202226758003235,0.0,5,0
calib_00496,0.44821980595588684,0.6002480983734131,3,3
calib_00497,0.625442624092102,0.33566105365753174,3,1
calib_00498,0.27895286679267883,0.8844096064567566,2,10
calib_00499,0.2724129557609558,0.3706856071949005,1,1
calib_00500,0.5361324548721313,0.18515822291374207,2,1
calib_00501,0.28312379121780396,0.0,1,0
calib_00502,0.0,0.3078598380088806,0,2
calib_00503,0.0,0.0,0,0
calib_00504,0.2223007082939148,0.18437567353248596,3,4
calib_00505,0.6382482647895813,0.0,3,0
calib_00506,0.9128179550170898,0.367713063955307,7,6
calib_00507,0.6208266019821167,0.6309886574745178,2,1
calib_00508,0.9087230563163757,0.17620240151882172,4,2
calib_00509,0.1721266210079193,0.36527422070503235,1,1
calib_00510,0.9976818561553955,0.0,8,0
calib_00511,0.8229935169219971,0.45790761709213257,2,2
calib_00512,0.29661083221435547,0.46107229590415955,2,2
calib_00513,0.2637041509151459,0.27583175897598267,1,1
calib_00514,0.0,0.7781407237052917,0,9
calib_00515,0.0,0.0,0,0
calib_00516,0.9629788994789124,0.875687301158905,4,3
calib_00517,0.29928135871887207,0.339861124753952,1,3
calib_00518,0.5445997714996338,0.34594541788101196,5,2
calib_00519,0.609461784362793,0.44742491841316223,6,2
calib_00520,0.5488311648368835,0.4746420681476593,6,6
calib_00521,0.7505269050598145,0.26478657126426697,20,4
calib_00522,0.2803153991699219,0.1485408991575241,2,1
calib_00523,0.5693085789680481,0.50700443983078,1,1
calib_00524,0.0,0.15967708826065063,0,1
calib_00525,0.10459840297698975,0.27412790060043335,1,1
