image_id,s_x,s_rot,len_x,len_rot,text_x,text_rot
calib_00110,0.5341060161590576,0.8023453950881958,1,1,9,6
calib_00111,0.918880820274353,0.47417494654655457,2,2,Co,o0
calib_00112,0.3648226261138916,0.761986255645752,2,5,SO,LoOKS
calib_00113,0.5668128132820129,0.20946680009365082,4,1,feft,W
calib_00114,0.9451025724411011,0.28144702315330505,7,5,BW400CN,NOOM8
calib_00115,0.9873226284980774,0.0,5,0,Proc.,
calib_00116,0.4223746955394745,0.16825143992900848,1,1,3,O
calib_00117,0.0,0.0,0,0,,
calib_00118,0.2555924654006958,0.4604892432689667,1,1,I,I
calib_00119,0.42312854528427124,0.6284096240997314,7,8,HTStECh,432-2518
calib_00120,0.2437278926372528,0.3761625587940216,1,2,0,EE
calib_00121,0.8568333983421326,0.6008606553077698,1,1,8,8
calib_00122,0.13880927860736847,0.13354642689228058,1,1,E,B
calib_00123,0.9743724465370178,0.4791533052921295,2,1,be,X
calib_00124,0.7504763603210449,0.9010462164878845,3,6,He^,valtli
calib_00125,0.32117605209350586,0.47495025396347046,4,4,0166,Sete
calib_00126,0.6784334182739258,0.3080442249774933,2,2,de,YT
calib_00127,0.17142951488494873,0.1938159316778183,1,1,5,S
calib_00128,0.0,0.0,0,0,,
calib_00129,0.5696769952774048,0.08923428505659103,1,1,J,s
calib_00130,0.0,0.0,0,0,,
calib_00131,0.5897903442382812,0.7036619782447815,3,3,880,088
calib_00132,0.24653512239456177,0.9235648512840271,4,7,МНEН,MICHELN
calib_00133,0.26537448167800903,0.0,1,0,2,
calib_00134,0.9962047934532166,0.3045670688152313,7,1,sistemi,(
calib_00135,0.6240843534469604,0.5075234770774841,1,2,b,Eg
calib_00136,0.0,0.10916470736265182,0,1,,X
calib_00137,0.3671497106552124,0.2607572674751282,4,4,door,Joey
calib_00138,0.0,0.36137154698371887,0,2,,13
calib_00139,0.6104854345321655,0.6141093373298645,8,6,bhrcthmp,dupoia
calib_00140,0.40038999915122986,0.16768424212932587,1,1,d,W
calib_00141,0.0,0.0,0,0,,
calib_00142,0.4161652624607086,0.7861242294311523,5,7,ATONT,LINGILE
calib_00143,0.8633455634117126,0.0,14,0,FIRST REPUBLIC,
calib_00144,0.12234536558389664,0.9299094080924988,1,6,N,ITALIA
calib_00145,0.3848770260810852,0.3721793591976166,2,3,0E,307
calib_00146,0.3766002357006073,0.7748678922653198,4,4,1LR2,2271
calib_00147,0.30995598435401917,0.31965357065200806,1,2,l,IO
calib_00148,0.0,0.33507779240608215,0,1,,H
calib_00149,0.46007177233695984,0.5736501216888428,2,2,0o,00
calib_00150,0.0,0.7946428060531616,0,7,,CENAKUN
calib_00151,0.3310285806655884,0.3786066770553589,2,1,to,0
calib_00152,0.8526347875595093,0.7792044878005981,1,1,H,H
calib_00153,0.0,0.4763386845588684,0,3,,OUR
calib_00154,0.3134450316429138,0.6542459726333618,6,5,CYOIwa,(MIGA
calib_00155,0.24099525809288025,0.4977337718009949,1,1,※,※
calib_00156,0.2467326819896698,0.26483777165412903,1,1,A,S
calib_00157,0.5449853539466858,0.16567683219909668,6,1,FREENC,2
calib_00158,0.7397552728652954,0.42909517884254456,1,2,s,s.
calib_00159,0.6971569061279297,0.3913051187992096,4,3,2011,tor
calib_00160,0.4333612024784088,0.4056907892227173,2,2,1o,oY
calib_00161,0.0,0.25297775864601135,0,1,,m
calib_00162,0.3772113025188446,0.9321457743644714,2,4,dd,PP.t
calib_00163,0.9626932144165039,0.28323525190353394,3,2,KAL,HC
calib_00164,0.8203283548355103,0.31025704741477966,16,1,MMOBILTENZENTRUM,N
calib_00165,0.37620532512664795,0.19487525522708893,1,1,2,E
calib_00166,0.8716158866882324,0.28209182620048523,7,2,Boudlle,og
calib_00167,0.4215053915977478,0.7399917244911194,7,15,mgemmos,capensit Blain:
calib_00168,0.14736683666706085,0.167400524020195,1,2,9,40
calib_00169,0.6972278356552124,0.7468408346176147,5,4,TROIS,SIOL
calib_00170,0.8546121120452881,0.5925551652908325,4,4,Kill,II!X
calib_00171,0.4180290400981903,0.2073434591293335,1,1,0,0
calib_00172,0.44829192757606506,0.9007307291030884,3,5,HOW,TAMO!
calib_00173,0.2354733943939209,0.5389435291290283,2,3,1T,MAT
calib_00174,0.8222574591636658,0.9645597338676453,2,2,S1,IS
calib_00175,0.7756258249282837,0.7721951007843018,13,3,$1.59........,651
calib_00176,0.08867544680833817,0.36919528245925903,1,1,1,+
calib_00177,0.6937366724014282,0.6881604790687561,4,3,Glid,PID
calib_00178,0.8305338025093079,0.28247371315956116,7,1,OORRITT,L
calib_00179,0.974366307258606,0.774812638759613,5,5,AOCFM,WSOOY
calib_00180,0.9910799860954285,0.6648764610290527,3,3,New,MaN
calib_00181,0.9777750372886658,0.2849539518356323,6,1,Prvebe,d
calib_00182,0.6164072751998901,0.947370707988739,7,8,soupIrw,Malditos
calib_00183,0.8802676200866699,0.22620722651481628,18,2,LABELRUMTEOULACINN,0O
calib_00184,0.8278342485427856,0.2361389547586441,5,1,AECOD,C
calib_00185,0.5497657060623169,0.5279817581176758,2,5,ap,Drdne
calib_00186,0.9518922567367554,0.525300145149231,5,5,WATER,HEAVM
calib_00187,0.9694203734397888,0.4653517007827759,3,2,tem,wo
calib_00188,0.5463690757751465,0.972930908203125,8,12,opouun.y,Ayuntamiento
calib_00189,0.0,0.0,0,0,,
calib_00190,0.453008770942688,0.5319809913635254,1,2,T,BH
calib_00191,0.4751189947128296,0.44430384039878845,2,3,LC,K64
calib_00192,0.0,0.0,0,0,,
calib_00193,0.7632551193237305,0.7531740069389343,3,3,12w,mer
calib_00194,0.37687045335769653,0.416036993265152,2,1,82,m
calib_00195,0.36314210295677185,0.2932451665401459,4,3,LONO,DAO
calib_00196,0.36003726720809937,0.5430141687393188,1,1,1,—
calib_00197,0.8939142823219299,0.5113006234169006,1,1,1,T
calib_00198,0.33177903294563293,0.2560282051563263,4,3,N40s,601
calib_00199,0.7715387344360352,0.0,5,0,PROL:,
calib_00200,0.0,0.0,0,0,,
calib_00201,0.6674371957778931,0.0,8,0,Bogalloe,
calib_00202,0.0,0.0,0,0,,
calib_00203,0.5292243361473083,0.264456182718277,1,1,d,0
calib_00204,0.0,0.6471706032752991,0,6,,ulence
calib_00205,0.2765846848487854,0.11109122633934021,1,1,3,X
calib_00206,0.312516450881958,0.0,1,0,A,
calib_00207,0.37402042746543884,0.6053286790847778,4,4,30VK,SADE
calib_00208,0.8449870944023132,0.5904732942581177,6,6,CENTHO,DHINGD
calib_00209,0.10609927773475647,0.38856419920921326,2,5,BH,NALAN
calib_00210,0.22833207249641418,0.0,2,0,Ce,
calib_00211,0.9371867179870605,0.8607500195503235,5,6,00:61,119:00
calib_00212,0.5806725025177002,0.201481431722641,3,2,625,g0
calib_00213,0.2408195286989212,0.3451630175113678,3,4,EON,FVet
calib_00214,0.9785243272781372,0.40280985832214355,5,4,AWARD,CIVY
calib_00215,0.3803226947784424,0.0,3,0,0ST,
calib_00216,0.9975957870483398,0.29180797934532166,9,1,residente,s
calib_00217,0.9662010669708252,0.5043400526046753,2,2,VI,IΔ
calib_00218,0.19476306438446045,0.33567216992378235,1,1,2,-
calib_00219,0.8092882037162781,0.5685024857521057,5,4,(Pror,4OLD
calib_00220,0.22796405851840973,0.5769348740577698,4,5,UO2A,M2012
calib_00221,0.8470465540885925,0.21514229476451874,5,2,ALICE,EE
calib_00222,0.7228872179985046,0.2258472740650177,1,1,X,2
calib_00223,0.9405184388160706,0.7654677033424377,3,3,100,001
calib_00224,0.6351854205131531,0.6285344958305359,7,5,AEIBALL,TYEIY
calib_00225,0.7276417016983032,0.2920740246772766,8,2,vitamess,Fu
calib_00226,0.8154358863830566,0.5006397366523743,4,6,TRAM,SO RVE
calib_00227,0.47441986203193665,0.855013906955719,6,4,AYN3ET,JEWY
calib_00228,0.6500776410102844,0.0,4,0,rite,
calib_00229,0.9318661689758301,0.9552832841873169,2,2,du,np
calib_00230,0.26373639702796936,0.280952125787735,1,1,3,8
calib_00231,0.0,0.15966619551181793,0,1,,4
calib_00232,0.8553194999694824,0.0,7,0,Coltins,
calib_00233,0.0,0.1156589686870575,0,1,,T
calib_00234,0.5705763101577759,0.7052911520004272,2,2,9:,:6
calib_00235,0.6581137180328369,0.8845607042312622,2,2,00,00
calib_00236,0.9881445169448853,0.0,4,0,GRAD,
calib_00237,0.9946982860565186,0.0,16,0,aussiebeader.com,
calib_00238,0.7320389747619629,0.0,3,0,ECE,
calib_00239,0.0,0.3336501717567444,0,1,,2
calib_00240,0.5454511046409607,0.2801579535007477,6,4,Soiwez,10N5
calib_00241,0.9697297215461731,0.2783452272415161,7,1,IBARRAN,A
calib_00242,0.1057022213935852,0.17346666753292084,1,1,4,T
calib_00243,0.30803823471069336,0.7350317239761353,4,4,HE8E,3333
calib_00244,0.47525328397750854,0.8609200119972229,2,3,do,Gij
calib_00245,0.47074878215789795,0.6694286465644836,3,3,"""op",Co.
calib_00246,0.565376341342926,0.1890137642621994,9,1,CaOBFVEAR,V
calib_00247,0.5340816378593445,0.3926437199115753,1,1,o,o
calib_00248,0.2710414230823517,0.08052361756563187,1,1,W,T
calib_00249,0.2785992920398712,0.33514249324798584,5,4,P1XX7,LK10
calib_00250,0.0,0.0,0,0,,
calib_00251,0.426860511302948,0.5122585296630859,2,2,5P,45
calib_00252,0.9839017391204834,0.3751748204231262,4,2,Velh,ua
calib_00253,0.8378017544746399,0.7429514527320862,4,4,FNNI,JNNE
calib_00254,0.9898347854614258,0.6659042239189148,6,5,PURPLE,adund
calib_00255,0.0,0.2894349694252014,0,5,,PHucy
calib_00256,0.4282861649990082,0.5993160605430603,2,2,qe,ao
calib_00257,0.35870978236198425,0.5769599676132202,3,2,D0A,Y0
calib_00258,0.49204137921333313,0.3253534436225891,3,4,N0-,4-91
calib_00259,0.29291585087776184,0.8858451247215271,2,3,ZH,RAZ
calib_00260,0.5049635171890259,0.6414919495582581,7,8,p000/20,0z/00.ml
calib_00261,0.7473217844963074,0.0,4,0,Quic,
calib_00262,0.5500785708427429,0.5778568983078003,6,5,KZNROT,JORNN
calib_00263,0.43918320536613464,0.7648885846138,7,7,NOLLIOS,COITION
calib_00264,0.20259222388267517,0.0,2,0,14,
calib_00265,0.42541539669036865,0.0,1,0,…,
calib_00266,0.7495400309562683,0.9647971987724304,2,2,10,OL
calib_00267,0.0,0.0,0,0,,
calib_00268,0.8173103928565979,0.27590084075927734,1,2,d,ap
calib_00269,0.38849306106567383,0.47916266322135925,1,3,O,fa0
calib_00270,0.0,0.0,0,0,,
calib_00271,0.32551276683807373,0.9087362289428711,2,4,1S,ESTO
calib_00272,0.13574644923210144,0.3192708492279053,1,4,0,"B0,8"
calib_00273,0.40756291151046753,0.21590173244476318,2,1,F.,4
calib_00274,0.4230489730834961,0.4253546893596649,4,3,Ends,049
calib_00275,0.0,0.0,0,0,,
calib_00276,0.9643005132675171,0.42439407110214233,4,4,dose,osoe
calib_00277,0.4174133539199829,0.923866868019104,2,2,61,la
calib_00278,0.33568134903907776,0.41347724199295044,2,4,no,NCUL
calib_00279,0.5404253005981445,0.47115558385849,2,5,ay,Helta
calib_00280,0.3616096079349518,0.0,2,0,4X,
calib_00281,0.9962114095687866,0.0,8,0,Platform,
calib_00282,0.46071210503578186,0.5641098022460938,4,4,onou,noko
calib_00283,0.0,0.9990732669830322,0,15,,Vertragshandler
calib_00284,0.8769201636314392,0.3235936164855957,6,4,Cortee,OLDO
calib_00285,0.9837367534637451,0.9718899726867676,2,2,de,op
calib_00286,0.0,0.2707412540912628,0,2,,H0
calib_00287,0.8143233060836792,0.6083590984344482,1,1,8,8
calib_00288,0.1037445217370987,0.2901366651058197,1,1,X,4
calib_00289,0.23951473832130432,0.90565025806427,1,1,n,L
calib_00290,0.0,0.2662285268306732,0,1,,1
calib_00291,0.5338073372840881,0.13846801221370697,3,2,Ers,HM
calib_00292,0.9482788443565369,0.3785504698753357,4,4,HALE,41VH
calib_00293,0.8392781615257263,0.4667416512966156,9,5,Cassattes,UeSSe
calib_00294,0.1741136908531189,0.4390755295753479,1,1,S,S
calib_00295,0.48105117678642273,0.0,1,0,C,
calib_00296,0.8404841423034668,0.2896759510040283,4,4,J520,oasr
calib_00297,0.5913156270980835,0.8777691721916199,3,3,StI,Its
calib_00298,0.9076658487319946,0.0,5,0,Ohiol,
calib_00299,0.17133291065692902,0.15798798203468323,1,1,3,.
calib_00300,0.0,0.9102449417114258,0,12,,Lil. Dagover
calib_00301,0.1305045634508133,0.13369330763816833,1,1,2,2
calib_00302,0.2256706804037094,0.5394524335861206,3,1,oey,A
calib_00303,0.25505146384239197,0.14277951419353485,1,1,A,1
calib_00304,0.595407247543335,0.29479044675827026,1,1,S,S
calib_00305,0.9990596771240234,0.3408570885658264,3,2,tax,xu
calib_00306,0.0,0.5192886590957642,0,1,,D
calib_00307,0.3125377893447876,0.3611340820789337,1,1,3,E
calib_00308,0.0,0.6329131722450256,0,6,,NIKORS
calib_00309,0.0,0.1567978411912918,0,1,,3
calib_00310,0.0,0.17082558572292328,0,1,,0
calib_00311,0.37360405921936035,0.3074384331703186,7,7,ONTOCOs,O0R8UU0
calib_00312,0.0,0.0,0,0,,
calib_00313,0.7267013788223267,0.8958500027656555,10,10,NOISIATTTL,TELEVISION
calib_00314,0.7085333466529846,0.2298193722963333,3,3,hat,HEL
calib_00315,0.8398409485816956,0.4052478075027466,8,8,TR.AASTA,415U7.81
calib_00316,0.9662975072860718,0.2350015491247177,5,3,MODEL,3OH
calib_00317,0.0,0.9436612129211426,0,4,,GAKE
calib_00318,0.8207224011421204,0.39937010407447815,3,3,you,TOΛ
calib_00319,0.9968644380569458,0.28579217195510864,9,1,PUGNANTES,S
calib_00320,0.7110298871994019,0.7845971584320068,4,5,pand,Drupd
calib_00321,0.3518979549407959,0.5499348640441895,6,4,IOATOP,doba
calib_00322,0.6992271542549133,0.975887656211853,2,2,ve,as
calib_00323,0.3241133391857147,0.9937489628791809,5,9,noung,Guangzhou
calib_00324,0.7517338395118713,0.4529000222682953,5,5,NOEIE,2E3ON
calib_00325,0.8098847270011902,0.38189077377319336,1,2,G,12
calib_00326,0.0,0.9675437211990356,0,8,,CHICAGO.
calib_00327,0.6033783555030823,0.8235812187194824,3,3,UOl,ion
calib_00328,0.16779227554798126,0.22457356750965118,1,1,R,2
calib_00329,0.0,0.9996213912963867,0,10,,conscience
calib_00330,0.16009029746055603,0.09703076630830765,2,1,EL,B
calib_00331,0.3575645685195923,0.3130412697792053,2,1,00,0
calib_00332,0.6471017599105835,0.4306698143482208,4,3,Evov,M01
calib_00333,0.0,0.24002951383590698,0,2,,46
calib_00334,0.917794406414032,0.0,6,0,DEEDER,
calib_00335,0.7632634043693542,0.8229537010192871,3,3,TEL,TEL
calib_00336,0.9974437952041626,0.24137647449970245,7,1,STAPLES,S
calib_00337,0.49539634585380554,0.6838332414627075,4,1,Ooue,m
calib_00338,0.6240077018737793,0.9957369565963745,5,5,punoa,Found
calib_00339,0.34562811255455017,0.6474035978317261,1,1,2,2
calib_00340,0.0,0.9744846224784851,0,24,,LCDGLASS SCREENPROTECTOR
calib_00341,0.9966761469841003,0.0,7,0,Federal,
calib_00342,0.4316164553165436,0.35541170835494995,2,2,12,21
calib_00343,0.9516187906265259,0.8540052175521851,2,2,UD,an
calib_00344,0.3073609173297882,0.46086740493774414,2,3,12,200
calib_00345,0.0,0.0,0,0,,
calib_00346,0.22162330150604248,0.27418646216392517,1,1,H,H
calib_00347,0.18240246176719666,0.2479240894317627,1,1,=,-
calib_00348,0.5089266300201416,0.49768534302711487,2,1,HE,1
calib_00349,0.5097652077674866,0.5422593951225281,3,3,I'R,a.m
calib_00350,0.9870372414588928,0.6098693013191223,4,4,RING,ONIS
calib_00351,0.5287947058677673,0.9610088467597961,3,3,S31,155
calib_00352,0.6935068964958191,0.5861827731132507,3,3,010,010
calib_00353,0.2547019422054291,0.2801187038421631,5,4,U1ACA,WOVI
calib_00354,0.3311600089073181,0.7078487873077393,7,8,STONKON,NUANBENE
calib_00355,0.185847207903862,0.6609387993812561,1,7,a,brockve
calib_00356,0.3523047864437103,0.662123441696167,3,3,aoS,see
calib_00357,0.986906111240387,0.661797046661377,7,7,seduced,poonpop
calib_00358,0.142424076795578,0.22218596935272217,1,1,1,1
calib_00359,0.9766747355461121,0.0,18,0,Strumpfbandnatter.,
calib_00360,0.8358318209648132,0.5383249521255493,1,1,n,U
calib_00361,0.8001016974449158,0.33291900157928467,3,2,IRE,J8
calib_00362,0.9610280394554138,0.0,15,0,Coypetesetulosa,
calib_00363,0.3907150626182556,0.4080960750579834,1,1,2,G
calib_00364,0.8537853956222534,0.4639875888824463,4,4,2 Av,AY=Z
calib_00365,0.39521360397338867,0.6263988614082336,1,5,5,NAILS
calib_00366,0.16328829526901245,0.37384337186813354,1,1,T,1
calib_00367,0.6480118632316589,0.5608652830123901,3,3,617,L19
calib_00368,0.7357592582702637,0.551436185836792,2,2,no,OU
calib_00369,0.5447022914886475,0.513310968875885,2,2,If,Il
calib_00370,0.5793545842170715,0.7338172793388367,3,3,SYA,VAP
calib_00371,0.39673078060150146,0.8342471122741699,4,8,3aVp,WILGUARE
calib_00372,0.0,0.0,0,0,,
calib_00373,0.0,0.539528489112854,0,5,,mwus.
calib_00374,0.25687175989151,0.5361627340316772,1,1,5,M
calib_00375,0.6553152203559875,0.2873404026031494,2,2,3=,mf
calib_00376,0.1795332431793213,0.13226158916950226,1,1,5,W
calib_00377,0.3175521492958069,0.9237045049667358,5,5,*2NVQ,DANCE
calib_00378,0.2884078621864319,0.9726508259773254,1,9,N,OSUPERMAN
calib_00379,0.5149204134941101,0.5520017743110657,3,3,MOY,A0%
calib_00380,0.8189330101013184,0.0,4,0,Isla,
calib_00381,0.7223603129386902,0.9940668940544128,12,13,suogesIuetio,organisations
calib_00382,0.29329895973205566,0.9994376301765442,1,1,ε,3
calib_00383,0.8165037035942078,0.3749975562095642,1,2,7,at
calib_00384,0.4518263339996338,0.29136863350868225,3,2,127,47
calib_00385,0.3889418840408325,0.8625619411468506,4,4,vraw,MBIA
calib_00386,0.23215875029563904,0.4065260887145996,1,1,M,V
calib_00387,0.26796382665634155,0.2017592340707779,4,1,SYVC,3
calib_00388,0.32261350750923157,0.9366582036018372,1,10,p,des_Kalten
calib_00389,0.6046547889709473,0.9716143608093262,5,6,(212),(2130)
calib_00390,0.42945006489753723,0.4923211634159088,1,1,X,X
calib_00391,0.30391547083854675,0.17014215886592865,3,2,poe,mo
calib_00392,0.3411194980144501,0.48876431584358215,1,1,O,O
calib_00393,0.0,0.0,0,0,,
calib_00394,0.0,0.27328768372535706,0,1,,1
calib_00395,0.8751054406166077,0.536060631275177,2,2,Je,of
calib_00396,0.5410208106040955,0.3005521297454834,3,2,lfe,Cf
calib_00397,0.0,0.0,0,0,,
calib_00398,0.7344189882278442,0.6125175952911377,2,2,Or,1O
calib_00399,0.33153098821640015,0.4409804344177246,2,2,S0,05
calib_00400,0.7337155938148499,0.3926013708114624,3,3,aou,no0
calib_00401,0.5485392212867737,0.7955946922302246,4,2,9301,10
calib_00402,0.8959963917732239,0.3897918462753296,8,6,Oronung.,Sunueo
calib_00403,0.8242737650871277,0.6940096616744995,2,1,ID,0
calib_00404,0.23425322771072388,0.27590420842170715,1,1,E,a
calib_00405,0.6229677796363831,0.44174647331237793,3,3,MNN,www
calib_00406,0.14057521522045135,0.2098037302494049,1,1,4,4
calib_00407,0.0,0.8079924583435059,0,5,,WA.se
calib_00408,0.5763787627220154,0.15419691801071167,3,1,MNN,M
calib_00409,0.41348156332969666,0.930099368095398,7,9,nspajog,bolischen
calib_00410,0.0,0.0,0,0,,
calib_00411,0.8804804682731628,0.21501290798187256,5,3,Darry,hVG
calib_00412,0.0,0.25233396887779236,0,1,,1
calib_00413,0.7226002216339111,0.11537580192089081,1,1,4,N
calib_00414,0.5754079222679138,0.577368438243866,3,3,SON,NOS
calib_00415,0.4333701431751251,0.5527472496032715,3,4,Awr,JUAV
calib_00416,0.3304263651371002,0.4644370377063751,4,4,ECTN,MUOC
calib_00417,0.9975980520248413,0.3340848982334137,5,2,Milla,!W
calib_00418,0.46497011184692383,0.6047361493110657,6,5,KAVICE,DEAWS
calib_00419,0.7275049090385437,0.0,6,0,A.Murr,
calib_00420,0.13578075170516968,0.2821904420852661,1,2,R,S3
